date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:30:06	75621/75621	---MCZ	200	added ('OK')	text/html	etag:%220371714cdb1c44bc0f79723469fb598d-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-wishlist	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-wishlist.html	(from https://nest-frontend-v6.netlify.app/)
16:30:06	3082/3082	---M-Z	404	error ('Not%20Found')	text/html	etag:1708418972-ssl-df	https://nest-frontend-v6.netlify.app/shop-order.html	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-order.17.delayed	(from https://nest-frontend-v6.netlify.app/)
16:30:08	3594/3594	---M--	200	added ('OK')	image/png	etag:%22ad9d16b142eeebe877cc186741b77793-ssl%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/flag-fr.png	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/flag-fr.png	(from https://nest-frontend-v6.netlify.app/)
16:30:09	3588/3588	---M--	200	added ('OK')	image/png	etag:%2221dd0228b6cd65fc2ebef80631b5cab1-ssl%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/flag-dt.png	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/flag-dt.png	(from https://nest-frontend-v6.netlify.app/)
16:30:10	3590/3590	---M--	200	added ('OK')	image/png	etag:%22bee47784b4a3d331ff605d9e48bf1914-ssl%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/flag-ru.png	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/flag-ru.png	(from https://nest-frontend-v6.netlify.app/)
16:30:11	21893/21893	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e2efafc4e87dfa0fbe68e84f65105864-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/logo.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/logo.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:11	72362/72362	---M-Z	200	added ('OK')	text/html	etag:%2250284133c33122c99d6e2cf8e62ed907-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-compare	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-compare.html	(from https://nest-frontend-v6.netlify.app/)
16:30:12	881/881	---M--	200	added ('OK')	image/svg+xml	etag:%2240543f13794335c295a01f2d46aaab6c-ssl%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-compare.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-compare.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:13	1322/1322	---M-Z	200	added ('OK')	image/svg+xml	etag:%2256227ba665eeb333d5f035613d1549b8-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-heart.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-heart.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:14	98465/98465	---M-Z	200	added ('OK')	text/html	etag:%22a836489cd0d8703b16e279872b1896c9-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-cart	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-cart.html	(from https://nest-frontend-v6.netlify.app/)
16:30:15	1378/1378	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ccb08a54f751e4c1ebd360e5cc0074b1-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-cart.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-cart.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:16	13975/13975	---M--	200	added ('OK')	image/jpeg	etag:%22ee0ecf03462847ad82516633d0313b6f-ssl%22	https://nest-frontend-v6.netlify.app/assets/imgs/shop/thumbnail-2.jpg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/shop/thumbnail-2.jpg	(from https://nest-frontend-v6.netlify.app/)
16:30:17	121608/121608	---M-Z	200	added ('OK')	text/html	etag:%228f2dda5e3532f2c24461fece71451402-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-checkout	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-checkout.html	(from https://nest-frontend-v6.netlify.app/)
16:30:17	1771/1771	---M-Z	200	added ('OK')	image/svg+xml	etag:%2238924c557866cd0e293f12b7005327b7-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-user.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-user.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:18	63389/63389	---M-Z	200	added ('OK')	text/html	etag:%22f761601692dc218af8ac563504deaa4c-ssl-df%22	https://nest-frontend-v6.netlify.app/page-login	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/page-login.html	(from https://nest-frontend-v6.netlify.app/)
16:30:19	10868/10868	---M-Z	200	added ('OK')	image/svg+xml	etag:%22220d470fd8888e218f8168deb7bedb27-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-1.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-1.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:19	7390/7390	---M-Z	200	added ('OK')	image/svg+xml	etag:%2201d7e3521e344c77e7cdcc1a1443c998-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-2.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-2.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:21	8412/8412	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f63887f3f82249e9353decd91de59ae6-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-3.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-3.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:22	8313/8313	---M-Z	200	added ('OK')	image/svg+xml	etag:%22da194390af4b8a5597979b70c3b4260e-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-4.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-4.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:23	10203/10203	---MCZ	200	added ('OK')	image/svg+xml	etag:%22fc3beaa05b595a34b721b089bfd81046-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-5.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-5.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:24	9261/9261	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a627d2e1c7f85d0fb32a284fc06554c1-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-6.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-6.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:24	4544/4544	---M-Z	200	added ('OK')	image/svg+xml	etag:%22539fbafd978bc3e8b682254bc54a9106-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-7.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-7.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:25	7444/7444	---M-Z	200	added ('OK')	image/svg+xml	etag:%228be3fb366b3093af5a53dc7df6b0b989-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-8.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-8.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:27	8097/8097	---MCZ	200	added ('OK')	image/svg+xml	etag:%228e964f32a67a43a9df7af050c997463c-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-9.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-9.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:28	11583/11583	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a93dd015a80e3b7069e26344ccc9c3e8-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-10.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/category-10.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:29	5445/5445	---M-Z	200	added ('OK')	image/svg+xml	etag:%22633563a90f7fc5f8f873a86d06c357bb-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-1.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-1.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:30	11526/11526	---MCZ	200	added ('OK')	image/svg+xml	etag:%2245ae79bcb0a33af1911a83e0578b55bc-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-2.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-2.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:31	3073/3073	---M-Z	200	added ('OK')	image/svg+xml	etag:%221f6c48e319ff4f2295e0f1f23501a31e-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-3.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-3.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:32	5390/5390	---M-Z	200	added ('OK')	image/svg+xml	etag:%222d578e39abac406a45e10d5f7539e887-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-4.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-4.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:32	2322/2322	---M-Z	200	added ('OK')	image/svg+xml	etag:%225574d3aab33489ad9fda8cfb4cf6159a-ssl-df%22	https://nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-hot.svg	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/assets/imgs/theme/icons/icon-hot.svg	(from https://nest-frontend-v6.netlify.app/)
16:30:33	402869/402869	---M-Z	200	added ('OK')	text/html	etag:%222098555a4dca1770430433c14b88dbff-ssl-df%22	https://nest-frontend-v6.netlify.app/index-2	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/index-2.html	(from https://nest-frontend-v6.netlify.app/)
16:30:34	383177/383177	---M-Z	200	added ('OK')	text/html	etag:%228d982a7b233d60d4fbdafc6287819a20-ssl-df%22	https://nest-frontend-v6.netlify.app/index-3	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/index-3.html	(from https://nest-frontend-v6.netlify.app/)
16:30:34	401657/401657	---M-Z	200	added ('OK')	text/html	etag:%226fc440c6321d1526ecefd0281003aecd-ssl-df%22	https://nest-frontend-v6.netlify.app/index-4	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/index-4.html	(from https://nest-frontend-v6.netlify.app/)
16:30:35	418032/418032	---MCZ	200	added ('OK')	text/html	etag:%22e09608209281daaa192ca28ed20b22c4-ssl-df%22	https://nest-frontend-v6.netlify.app/index-5	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/index-5.html	(from https://nest-frontend-v6.netlify.app/)
16:30:35	154524/154524	---M-Z	200	added ('OK')	text/html	etag:%223dfc6ea0d68aa7e6b355a58775f6a64c-ssl-df%22	https://nest-frontend-v6.netlify.app/index-6	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/index-6.html	(from https://nest-frontend-v6.netlify.app/)
16:30:37	73751/73751	---M-Z	200	added ('OK')	text/html	etag:%2239d0b890824220dd2615161ade20bf38-ssl-df%22	https://nest-frontend-v6.netlify.app/page-about	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/page-about-2.html	(from https://nest-frontend-v6.netlify.app/)
16:30:38	158400/158400	---MCZ	200	added ('OK')	text/html	etag:%2274ef2cbf279d9c9d4938acb98e6685ef-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-grid-left	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-grid-left.html	(from https://nest-frontend-v6.netlify.app/)
16:30:39	110724/110724	---M-Z	200	added ('OK')	text/html	etag:%222f548fecbad902193689a71c2209eabf-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-list-right	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-list-right.html	(from https://nest-frontend-v6.netlify.app/)
16:30:40	110741/110741	---M-Z	200	added ('OK')	text/html	etag:%226e40857b98480c4622ec05722ab4545f-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-list-left	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-list-left.html	(from https://nest-frontend-v6.netlify.app/)
16:30:41	150623/150623	---M-Z	200	added ('OK')	text/html	etag:%2248a4477420d0cc01fc61e5064e9cbdfe-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-fullwidth	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-fullwidth.html	(from https://nest-frontend-v6.netlify.app/)
16:30:41	130792/130792	---M-Z	200	added ('OK')	text/html	etag:%227f01150f3f481def5a70d5892d2728a4-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-product-left	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-product-left.html	(from https://nest-frontend-v6.netlify.app/)
16:30:43	117477/117477	---MCZ	200	added ('OK')	text/html	etag:%2298947aa1f8dc498520d662d3dfad3cfb-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-product-full	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-product-full.html	(from https://nest-frontend-v6.netlify.app/)
16:30:44	135241/135241	---MCZ	200	added ('OK')	text/html	etag:%229397beab78e8c4b9f31538c1a5dc5a77-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-product-vendor	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-product-vendor.html	(from https://nest-frontend-v6.netlify.app/)
16:30:45	155066/155066	---MCZ	200	added ('OK')	text/html	etag:%22203125cfbad53c6e76e625bf20add31a-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-filter	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-filter.html	(from https://nest-frontend-v6.netlify.app/)
16:30:46	12643/12643	---MCZ	200	added ('OK')	text/html	etag:%22abd68949cb08040b9a6584bc4f3f0eb4-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-invoice-1	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-invoice-1.html	(from https://nest-frontend-v6.netlify.app/)
16:30:46	12802/12802	---M-Z	200	added ('OK')	text/html	etag:%226e3ff2105bfa996d355b416def355e41-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-invoice-2	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-invoice-2.html	(from https://nest-frontend-v6.netlify.app/)
16:30:47	13226/13226	---M-Z	200	added ('OK')	text/html	etag:%22ef0464982f7d92cde8fb8b43d10efbd1-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-invoice-3	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-invoice-3.html	(from https://nest-frontend-v6.netlify.app/)
16:30:48	11257/11257	---M-Z	200	added ('OK')	text/html	etag:%22eb2b49de4a13a67a8fbbf21b1fc74d1c-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-invoice-4	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-invoice-4.html	(from https://nest-frontend-v6.netlify.app/)
16:30:49	9724/9724	---MCZ	200	added ('OK')	text/html	etag:%22c80d485c4e241f3bd0fd7b44012083b8-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-invoice-5	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-invoice-5.html	(from https://nest-frontend-v6.netlify.app/)
16:30:49	11398/11398	---M-Z	200	added ('OK')	text/html	etag:%220767a846f7a4ff64aab2366bc86046d7-ssl-df%22	https://nest-frontend-v6.netlify.app/shop-invoice-6	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/shop-invoice-6.html	(from https://nest-frontend-v6.netlify.app/)
16:30:50	108135/108135	---M-Z	200	added ('OK')	text/html	etag:%229699d95e4ee50c8a3dbf0f2bc2f6b90e-ssl-df%22	https://nest-frontend-v6.netlify.app/vendors-grid	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/vendors-grid.html	(from https://nest-frontend-v6.netlify.app/)
16:30:51	87266/87266	---M-Z	200	added ('OK')	text/html	etag:%224267c3b0509f3829c97971266fdda8af-ssl-df%22	https://nest-frontend-v6.netlify.app/vendors-list	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/vendors-list.html	(from https://nest-frontend-v6.netlify.app/)
16:30:51	158810/158810	---M-Z	200	added ('OK')	text/html	etag:%22e42b6cd325e338d5728aae1c07f7897d-ssl-df%22	https://nest-frontend-v6.netlify.app/vendor-details-1	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/vendor-details-1.html	(from https://nest-frontend-v6.netlify.app/)
16:30:53	110946/110946	---MCZ	200	added ('OK')	text/html	etag:%2215ecf436015fb27e751d0bb383ff9f84-ssl-df%22	https://nest-frontend-v6.netlify.app/vendor-details-2	C:/Users/Jackie/Desktop/myWebsite/Agumentik/nest-frontend-v6.netlify.app/vendor-details-2.html	(from https://nest-frontend-v6.netlify.app/)
